,Position,Athlete,Nacionalidade,Regata,Pontuação Regata,Total,Net,Classe Vela,Nome Competição
247,13,"SORIN, LOLA",FRA,8Q,6,290,156,IQFOIL FEM.,European Championship 2023
248,13,"SORIN, LOLA",FRA,9F,8,290,156,IQFOIL FEM.,European Championship 2023
249,13,"SORIN, LOLA",FRA,10F,6,290,156,IQFOIL FEM.,European Championship 2023
250,13,"SORIN, LOLA",FRA,11F,-35,290,156,IQFOIL FEM.,European Championship 2023
251,13,"SORIN, LOLA",FRA,12F,16,290,156,IQFOIL FEM.,European Championship 2023
252,13,"SORIN, LOLA",FRA,13F,17,290,156,IQFOIL FEM.,European Championship 2023
253,13,"SORIN, LOLA",FRA,14F,-29,290,156,IQFOIL FEM.,European Championship 2023
254,13,"SORIN, LOLA",FRA,15F,13,290,156,IQFOIL FEM.,European Championship 2023
255,13,"SORIN, LOLA",FRA,16F,23,290,156,IQFOIL FEM.,European Championship 2023
256,13,"SORIN, LOLA",FRA,17F,7,290,156,IQFOIL FEM.,European Championship 2023
257,13,"SORIN, LOLA",FRA,18F,5,290,156,IQFOIL FEM.,European Championship 2023
258,13,"SORIN, LOLA",FRA,19F,15.0,290,156,IQFOIL FEM.,European Championship 2023
260,14,"WATSON, ISLAY / WEYMOUTH &",GBR,1Q,5,258,158,IQFOIL FEM.,European Championship 2023
261,14,"WATSON, ISLAY / WEYMOUTH &",GBR,2Q,3,258,158,IQFOIL FEM.,European Championship 2023
262,14,"WATSON, ISLAY / WEYMOUTH &",GBR,3Q,3,258,158,IQFOIL FEM.,European Championship 2023
263,14,"WATSON, ISLAY / WEYMOUTH &",GBR,4Q,2,258,158,IQFOIL FEM.,European Championship 2023
264,14,"WATSON, ISLAY / WEYMOUTH &",GBR,5Q,-6,258,158,IQFOIL FEM.,European Championship 2023
265,14,"WATSON, ISLAY / WEYMOUTH &",GBR,6Q,5,258,158,IQFOIL FEM.,European Championship 2023
266,14,"WATSON, ISLAY / WEYMOUTH &",GBR,7Q,3,258,158,IQFOIL FEM.,European Championship 2023
267,14,"WATSON, ISLAY / WEYMOUTH &",GBR,8Q,-6,258,158,IQFOIL FEM.,European Championship 2023
268,14,"WATSON, ISLAY / WEYMOUTH &",GBR,9F,7,258,158,IQFOIL FEM.,European Championship 2023
269,14,"WATSON, ISLAY / WEYMOUTH &",GBR,10F,DSQ (46),258,158,IQFOIL FEM.,European Championship 2023
270,14,"WATSON, ISLAY / WEYMOUTH &",GBR,11F,6,258,158,IQFOIL FEM.,European Championship 2023
271,14,"WATSON, ISLAY / WEYMOUTH &",GBR,12F,4,258,158,IQFOIL FEM.,European Championship 2023
272,14,"WATSON, ISLAY / WEYMOUTH &",GBR,13F,29,258,158,IQFOIL FEM.,European Championship 2023
273,14,"WATSON, ISLAY / WEYMOUTH &",GBR,14F,27,258,158,IQFOIL FEM.,European Championship 2023
274,14,"WATSON, ISLAY / WEYMOUTH &",GBR,15F,21,258,158,IQFOIL FEM.,European Championship 2023
275,14,"WATSON, ISLAY / WEYMOUTH &",GBR,16F,1,258,158,IQFOIL FEM.,European Championship 2023
276,14,"WATSON, ISLAY / WEYMOUTH &",GBR,17F,28,258,158,IQFOIL FEM.,European Championship 2023
277,14,"WATSON, ISLAY / WEYMOUTH &",GBR,18F,-42,258,158,IQFOIL FEM.,European Championship 2023
278,14,"WATSON, ISLAY / WEYMOUTH &",GBR,19F,14.0,258,158,IQFOIL FEM.,European Championship 2023
280,15,"DZIARNOWSKA, MAJA / PGE,",POL,1Q,9,283,171,IQFOIL FEM.,European Championship 2023
281,15,"DZIARNOWSKA, MAJA / PGE,",POL,2Q,-20,283,171,IQFOIL FEM.,European Championship 2023
282,15,"DZIARNOWSKA, MAJA / PGE,",POL,3Q,13,283,171,IQFOIL FEM.,European Championship 2023
283,15,"DZIARNOWSKA, MAJA / PGE,",POL,4Q,5,283,171,IQFOIL FEM.,European Championship 2023
284,15,"DZIARNOWSKA, MAJA / PGE,",POL,5Q,9,283,171,IQFOIL FEM.,European Championship 2023
285,15,"DZIARNOWSKA, MAJA / PGE,",POL,6Q,8,283,171,IQFOIL FEM.,European Championship 2023
286,15,"DZIARNOWSKA, MAJA / PGE,",POL,7Q,RET (46),283,171,IQFOIL FEM.,European Championship 2023
287,15,"DZIARNOWSKA, MAJA / PGE,",POL,8Q,19,283,171,IQFOIL FEM.,European Championship 2023
288,15,"DZIARNOWSKA, MAJA / PGE,",POL,9F,18,283,171,IQFOIL FEM.,European Championship 2023
289,15,"DZIARNOWSKA, MAJA / PGE,",POL,10F,-26,283,171,IQFOIL FEM.,European Championship 2023
290,15,"DZIARNOWSKA, MAJA / PGE,",POL,11F,-20,283,171,IQFOIL FEM.,European Championship 2023
291,15,"DZIARNOWSKA, MAJA / PGE,",POL,12F,17,283,171,IQFOIL FEM.,European Championship 2023
292,15,"DZIARNOWSKA, MAJA / PGE,",POL,13F,1,283,171,IQFOIL FEM.,European Championship 2023
293,15,"DZIARNOWSKA, MAJA / PGE,",POL,14F,13,283,171,IQFOIL FEM.,European Championship 2023
294,15,"DZIARNOWSKA, MAJA / PGE,",POL,15F,11,283,171,IQFOIL FEM.,European Championship 2023
295,15,"DZIARNOWSKA, MAJA / PGE,",POL,16F,11,283,171,IQFOIL FEM.,European Championship 2023
296,15,"DZIARNOWSKA, MAJA / PGE,",POL,17F,9,283,171,IQFOIL FEM.,European Championship 2023
297,15,"DZIARNOWSKA, MAJA / PGE,",POL,18F,8,283,171,IQFOIL FEM.,European Championship 2023
298,15,"DZIARNOWSKA, MAJA / PGE,",POL,19F,20.0,283,171,IQFOIL FEM.,European Championship 2023
300,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,1Q,5,263,172,IQFOIL FEM.,European Championship 2023
301,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,2Q,-16,263,172,IQFOIL FEM.,European Championship 2023
302,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,3Q,6,263,172,IQFOIL FEM.,European Championship 2023
303,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,4Q,8,263,172,IQFOIL FEM.,European Championship 2023
304,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,5Q,-18,263,172,IQFOIL FEM.,European Championship 2023
305,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,6Q,9,263,172,IQFOIL FEM.,European Championship 2023
306,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,7Q,8,263,172,IQFOIL FEM.,European Championship 2023
307,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,8Q,4,263,172,IQFOIL FEM.,European Championship 2023
308,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,9F,14,263,172,IQFOIL FEM.,European Championship 2023
309,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,10F,14,263,172,IQFOIL FEM.,European Championship 2023
310,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,11F,7,263,172,IQFOIL FEM.,European Championship 2023
311,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,12F,9,263,172,IQFOIL FEM.,European Championship 2023
312,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,13F,9,263,172,IQFOIL FEM.,European Championship 2023
313,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,14F,23,263,172,IQFOIL FEM.,European Championship 2023
314,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,15F,25,263,172,IQFOIL FEM.,European Championship 2023
315,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,16F,7,263,172,IQFOIL FEM.,European Championship 2023
316,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,17F,-29,263,172,IQFOIL FEM.,European Championship 2023
317,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,18F,24,263,172,IQFOIL FEM.,European Championship 2023
318,16,"MAGGETTI , MARTA / SEZ.VELA",ITA,19F,-28.0,263,172,IQFOIL FEM.,European Championship 2023
320,17,"OPPEDAL, HELLE",NOR,1Q,2,272,177,IQFOIL FEM.,European Championship 2023
321,17,"OPPEDAL, HELLE",NOR,2Q,-11,272,177,IQFOIL FEM.,European Championship 2023
322,17,"OPPEDAL, HELLE",NOR,3Q,4,272,177,IQFOIL FEM.,European Championship 2023
323,17,"OPPEDAL, HELLE",NOR,4Q,-16,272,177,IQFOIL FEM.,European Championship 2023
324,17,"OPPEDAL, HELLE",NOR,5Q,5,272,177,IQFOIL FEM.,European Championship 2023
325,17,"OPPEDAL, HELLE",NOR,6Q,5,272,177,IQFOIL FEM.,European Championship 2023
326,17,"OPPEDAL, HELLE",NOR,7Q,4,272,177,IQFOIL FEM.,European Championship 2023
327,17,"OPPEDAL, HELLE",NOR,8Q,2,272,177,IQFOIL FEM.,European Championship 2023
328,17,"OPPEDAL, HELLE",NOR,9F,5,272,177,IQFOIL FEM.,European Championship 2023
329,17,"OPPEDAL, HELLE",NOR,10F,20,272,177,IQFOIL FEM.,European Championship 2023
330,17,"OPPEDAL, HELLE",NOR,11F,-30,272,177,IQFOIL FEM.,European Championship 2023
331,17,"OPPEDAL, HELLE",NOR,12F,20,272,177,IQFOIL FEM.,European Championship 2023
332,17,"OPPEDAL, HELLE",NOR,13F,27,272,177,IQFOIL FEM.,European Championship 2023
333,17,"OPPEDAL, HELLE",NOR,14F,11,272,177,IQFOIL FEM.,European Championship 2023
334,17,"OPPEDAL, HELLE",NOR,15F,15,272,177,IQFOIL FEM.,European Championship 2023
335,17,"OPPEDAL, HELLE",NOR,16F,5,272,177,IQFOIL FEM.,European Championship 2023
336,17,"OPPEDAL, HELLE",NOR,17F,-38,272,177,IQFOIL FEM.,European Championship 2023
337,17,"OPPEDAL, HELLE",NOR,18F,30,272,177,IQFOIL FEM.,European Championship 2023
338,17,"OPPEDAL, HELLE",NOR,19F,22.0,272,177,IQFOIL FEM.,European Championship 2023
340,18,"MORRIS, MAYA",ISR,1Q,12,295,196,IQFOIL FEM.,European Championship 2023
341,18,"MORRIS, MAYA",ISR,2Q,6,295,196,IQFOIL FEM.,European Championship 2023
342,18,"MORRIS, MAYA",ISR,3Q,-14,295,196,IQFOIL FEM.,European Championship 2023
343,18,"MORRIS, MAYA",ISR,4Q,9,295,196,IQFOIL FEM.,European Championship 2023
344,18,"MORRIS, MAYA",ISR,5Q,10,295,196,IQFOIL FEM.,European Championship 2023
345,18,"MORRIS, MAYA",ISR,6Q,-35,295,196,IQFOIL FEM.,European Championship 2023
346,18,"MORRIS, MAYA",ISR,7Q,5,295,196,IQFOIL FEM.,European Championship 2023
347,18,"MORRIS, MAYA",ISR,8Q,7,295,196,IQFOIL FEM.,European Championship 2023
348,18,"MORRIS, MAYA",ISR,9F,19,295,196,IQFOIL FEM.,European Championship 2023
349,18,"MORRIS, MAYA",ISR,10F,-24,295,196,IQFOIL FEM.,European Championship 2023
350,18,"MORRIS, MAYA",ISR,11F,11,295,196,IQFOIL FEM.,European Championship 2023
351,18,"MORRIS, MAYA",ISR,12F,23,295,196,IQFOIL FEM.,European Championship 2023
352,18,"MORRIS, MAYA",ISR,13F,11,295,196,IQFOIL FEM.,European Championship 2023
353,18,"MORRIS, MAYA",ISR,14F,21,295,196,IQFOIL FEM.,European Championship 2023
354,18,"MORRIS, MAYA",ISR,15F,13,295,196,IQFOIL FEM.,European Championship 2023
355,18,"MORRIS, MAYA",ISR,16F,21,295,196,IQFOIL FEM.,European Championship 2023
356,18,"MORRIS, MAYA",ISR,17F,19,295,196,IQFOIL FEM.,European Championship 2023
357,18,"MORRIS, MAYA",ISR,18F,9,295,196,IQFOIL FEM.,European Championship 2023
358,18,"MORRIS, MAYA",ISR,19F,-26.0,295,196,IQFOIL FEM.,European Championship 2023
360,19,"VAN DER VELDEN, NICOLE",ESP,1Q,8,339,218,IQFOIL FEM.,European Championship 2023
361,19,"VAN DER VELDEN, NICOLE",ESP,2Q,4,339,218,IQFOIL FEM.,European Championship 2023
362,19,"VAN DER VELDEN, NICOLE",ESP,3Q,-12,339,218,IQFOIL FEM.,European Championship 2023
363,19,"VAN DER VELDEN, NICOLE",ESP,4Q,7,339,218,IQFOIL FEM.,European Championship 2023
364,19,"VAN DER VELDEN, NICOLE",ESP,5Q,1,339,218,IQFOIL FEM.,European Championship 2023
365,19,"VAN DER VELDEN, NICOLE",ESP,6Q,3,339,218,IQFOIL FEM.,European Championship 2023
366,19,"VAN DER VELDEN, NICOLE",ESP,7Q,-26,339,218,IQFOIL FEM.,European Championship 2023
367,19,"VAN DER VELDEN, NICOLE",ESP,8Q,7,339,218,IQFOIL FEM.,European Championship 2023
368,19,"VAN DER VELDEN, NICOLE",ESP,9F,20,339,218,IQFOIL FEM.,European Championship 2023
369,19,"VAN DER VELDEN, NICOLE",ESP,10F,15,339,218,IQFOIL FEM.,European Championship 2023
370,19,"VAN DER VELDEN, NICOLE",ESP,11F,16,339,218,IQFOIL FEM.,European Championship 2023
371,19,"VAN DER VELDEN, NICOLE",ESP,12F,-42,339,218,IQFOIL FEM.,European Championship 2023
372,19,"VAN DER VELDEN, NICOLE",ESP,13F,21,339,218,IQFOIL FEM.,European Championship 2023
373,19,"VAN DER VELDEN, NICOLE",ESP,14F,-41,339,218,IQFOIL FEM.,European Championship 2023
374,19,"VAN DER VELDEN, NICOLE",ESP,15F,21,339,218,IQFOIL FEM.,European Championship 2023
375,19,"VAN DER VELDEN, NICOLE",ESP,16F,25,339,218,IQFOIL FEM.,European Championship 2023
376,19,"VAN DER VELDEN, NICOLE",ESP,17F,24,339,218,IQFOIL FEM.,European Championship 2023
377,19,"VAN DER VELDEN, NICOLE",ESP,18F,7,339,218,IQFOIL FEM.,European Championship 2023
378,19,"VAN DER VELDEN, NICOLE",ESP,19F,39.0,339,218,IQFOIL FEM.,European Championship 2023
380,20,"SILLS, SASKIA",GBR,1Q,16,357,233,IQFOIL FEM.,European Championship 2023
381,20,"SILLS, SASKIA",GBR,2Q,7,357,233,IQFOIL FEM.,European Championship 2023
382,20,"SILLS, SASKIA",GBR,3Q,-28,357,233,IQFOIL FEM.,European Championship 2023
383,20,"SILLS, SASKIA",GBR,4Q,-24,357,233,IQFOIL FEM.,European Championship 2023
384,20,"SILLS, SASKIA",GBR,5Q,13,357,233,IQFOIL FEM.,European Championship 2023
385,20,"SILLS, SASKIA",GBR,6Q,14,357,233,IQFOIL FEM.,European Championship 2023
386,20,"SILLS, SASKIA",GBR,7Q,15,357,233,IQFOIL FEM.,European Championship 2023
387,20,"SILLS, SASKIA",GBR,8Q,15,357,233,IQFOIL FEM.,European Championship 2023
388,20,"SILLS, SASKIA",GBR,9F,16,357,233,IQFOIL FEM.,European Championship 2023
389,20,"SILLS, SASKIA",GBR,10F,16,357,233,IQFOIL FEM.,European Championship 2023
390,20,"SILLS, SASKIA",GBR,11F,22,357,233,IQFOIL FEM.,European Championship 2023
391,20,"SILLS, SASKIA",GBR,12F,10,357,233,IQFOIL FEM.,European Championship 2023
392,20,"SILLS, SASKIA",GBR,13F,-43,357,233,IQFOIL FEM.,European Championship 2023
393,20,"SILLS, SASKIA",GBR,14F,19,357,233,IQFOIL FEM.,European Championship 2023
394,20,"SILLS, SASKIA",GBR,15F,-29,357,233,IQFOIL FEM.,European Championship 2023
395,20,"SILLS, SASKIA",GBR,16F,11,357,233,IQFOIL FEM.,European Championship 2023
396,20,"SILLS, SASKIA",GBR,17F,27,357,233,IQFOIL FEM.,European Championship 2023
397,20,"SILLS, SASKIA",GBR,18F,26,357,233,IQFOIL FEM.,European Championship 2023
398,20,"SILLS, SASKIA",GBR,19F,6.0,357,233,IQFOIL FEM.,European Championship 2023
400,21,"BAZO GERMAN, MARIA BELEN /",PER,1Q,DNC (46),414,234,IQFOIL FEM.,European Championship 2023
401,21,"BAZO GERMAN, MARIA BELEN /",PER,2Q,17,414,234,IQFOIL FEM.,European Championship 2023
402,21,"BAZO GERMAN, MARIA BELEN /",PER,3Q,8,414,234,IQFOIL FEM.,European Championship 2023
403,21,"BAZO GERMAN, MARIA BELEN /",PER,4Q,BFD (46),414,234,IQFOIL FEM.,European Championship 2023
404,21,"BAZO GERMAN, MARIA BELEN /",PER,5Q,4,414,234,IQFOIL FEM.,European Championship 2023
405,21,"BAZO GERMAN, MARIA BELEN /",PER,6Q,10,414,234,IQFOIL FEM.,European Championship 2023
406,21,"BAZO GERMAN, MARIA BELEN /",PER,7Q,12,414,234,IQFOIL FEM.,European Championship 2023
407,21,"BAZO GERMAN, MARIA BELEN /",PER,8Q,15,414,234,IQFOIL FEM.,European Championship 2023
408,21,"BAZO GERMAN, MARIA BELEN /",PER,9F,13,414,234,IQFOIL FEM.,European Championship 2023
409,21,"BAZO GERMAN, MARIA BELEN /",PER,10F,DSQ (46),414,234,IQFOIL FEM.,European Championship 2023
410,21,"BAZO GERMAN, MARIA BELEN /",PER,11F,17,414,234,IQFOIL FEM.,European Championship 2023
411,21,"BAZO GERMAN, MARIA BELEN /",PER,12F,22,414,234,IQFOIL FEM.,European Championship 2023
412,21,"BAZO GERMAN, MARIA BELEN /",PER,13F,31,414,234,IQFOIL FEM.,European Championship 2023
413,21,"BAZO GERMAN, MARIA BELEN /",PER,14F,15,414,234,IQFOIL FEM.,European Championship 2023
414,21,"BAZO GERMAN, MARIA BELEN /",PER,15F,31,414,234,IQFOIL FEM.,European Championship 2023
415,21,"BAZO GERMAN, MARIA BELEN /",PER,16F,19,414,234,IQFOIL FEM.,European Championship 2023
416,21,"BAZO GERMAN, MARIA BELEN /",PER,17F,-42,414,234,IQFOIL FEM.,European Championship 2023
417,21,"BAZO GERMAN, MARIA BELEN /",PER,18F,15,414,234,IQFOIL FEM.,European Championship 2023
418,21,"BAZO GERMAN, MARIA BELEN /",PER,19F,5.0,414,234,IQFOIL FEM.,European Championship 2023
420,22,"STEINLEIN, THERESA MARIE /",GER,1Q,13,347,237,IQFOIL FEM.,European Championship 2023
421,22,"STEINLEIN, THERESA MARIE /",GER,2Q,-25,347,237,IQFOIL FEM.,European Championship 2023
422,22,"STEINLEIN, THERESA MARIE /",GER,3Q,-23,347,237,IQFOIL FEM.,European Championship 2023
423,22,"STEINLEIN, THERESA MARIE /",GER,4Q,15,347,237,IQFOIL FEM.,European Championship 2023
424,22,"STEINLEIN, THERESA MARIE /",GER,5Q,8,347,237,IQFOIL FEM.,European Championship 2023
425,22,"STEINLEIN, THERESA MARIE /",GER,6Q,16,347,237,IQFOIL FEM.,European Championship 2023
426,22,"STEINLEIN, THERESA MARIE /",GER,7Q,20,347,237,IQFOIL FEM.,European Championship 2023
427,22,"STEINLEIN, THERESA MARIE /",GER,8Q,12,347,237,IQFOIL FEM.,European Championship 2023
428,22,"STEINLEIN, THERESA MARIE /",GER,9F,28,347,237,IQFOIL FEM.,European Championship 2023
429,22,"STEINLEIN, THERESA MARIE /",GER,10F,-29,347,237,IQFOIL FEM.,European Championship 2023
430,22,"STEINLEIN, THERESA MARIE /",GER,11F,13,347,237,IQFOIL FEM.,European Championship 2023
431,22,"STEINLEIN, THERESA MARIE /",GER,12F,7,347,237,IQFOIL FEM.,European Championship 2023
432,22,"STEINLEIN, THERESA MARIE /",GER,13F,15,347,237,IQFOIL FEM.,European Championship 2023
433,22,"STEINLEIN, THERESA MARIE /",GER,14F,-33,347,237,IQFOIL FEM.,European Championship 2023
434,22,"STEINLEIN, THERESA MARIE /",GER,15F,11,347,237,IQFOIL FEM.,European Championship 2023
435,22,"STEINLEIN, THERESA MARIE /",GER,16F,15,347,237,IQFOIL FEM.,European Championship 2023
436,22,"STEINLEIN, THERESA MARIE /",GER,17F,18,347,237,IQFOIL FEM.,European Championship 2023
437,22,"STEINLEIN, THERESA MARIE /",GER,18F,29,347,237,IQFOIL FEM.,European Championship 2023
438,22,"STEINLEIN, THERESA MARIE /",GER,19F,17.0,347,237,IQFOIL FEM.,European Championship 2023
440,23,"PELEG, DANIELA / I-WM",ISR,1Q,DNC (46),"409,7","253,7",IQFOIL FEM.,European Championship 2023
441,23,"PELEG, DANIELA / I-WM",ISR,2Q,23,"409,7","253,7",IQFOIL FEM.,European Championship 2023
442,23,"PELEG, DANIELA / I-WM",ISR,3Q,26,"409,7","253,7",IQFOIL FEM.,European Championship 2023
443,23,"PELEG, DANIELA / I-WM",ISR,4Q,-28,"409,7","253,7",IQFOIL FEM.,European Championship 2023
444,23,"PELEG, DANIELA / I-WM",ISR,5Q,20,"409,7","253,7",IQFOIL FEM.,European Championship 2023
445,23,"PELEG, DANIELA / I-WM",ISR,6Q,13,"409,7","253,7",IQFOIL FEM.,European Championship 2023
446,23,"PELEG, DANIELA / I-WM",ISR,7Q,9,"409,7","253,7",IQFOIL FEM.,European Championship 2023
447,23,"PELEG, DANIELA / I-WM",ISR,8Q,9,"409,7","253,7",IQFOIL FEM.,European Championship 2023
448,23,"PELEG, DANIELA / I-WM",ISR,9F,24,"409,7","253,7",IQFOIL FEM.,European Championship 2023
449,23,"PELEG, DANIELA / I-WM",ISR,10F,30,"409,7","253,7",IQFOIL FEM.,European Championship 2023
450,23,"PELEG, DANIELA / I-WM",ISR,11F,12,"409,7","253,7",IQFOIL FEM.,European Championship 2023
451,23,"PELEG, DANIELA / I-WM",ISR,12F,-35,"409,7","253,7",IQFOIL FEM.,European Championship 2023
452,23,"PELEG, DANIELA / I-WM",ISR,13F,3,"409,7","253,7",IQFOIL FEM.,European Championship 2023
453,23,"PELEG, DANIELA / I-WM",ISR,14F,DSQ (47),"409,7","253,7",IQFOIL FEM.,European Championship 2023
454,23,"PELEG, DANIELA / I-WM",ISR,15F,3,"409,7","253,7",IQFOIL FEM.,European Championship 2023
455,23,"PELEG, DANIELA / I-WM",ISR,16F,RDG 17.70,"409,7","253,7",IQFOIL FEM.,European Championship 2023
456,23,"PELEG, DANIELA / I-WM",ISR,17F,5,"409,7","253,7",IQFOIL FEM.,European Championship 2023
457,23,"PELEG, DANIELA / I-WM",ISR,18F,35,"409,7","253,7",IQFOIL FEM.,European Championship 2023
458,23,"PELEG, DANIELA / I-WM",ISR,19F,24.0,"409,7","253,7",IQFOIL FEM.,European Championship 2023
460,24,"ERDIL, LENA / NRV / CLEANHUB",GER,1Q,10,391,254,IQFOIL FEM.,European Championship 2023
461,24,"ERDIL, LENA / NRV / CLEANHUB",GER,2Q,14,391,254,IQFOIL FEM.,European Championship 2023
462,24,"ERDIL, LENA / NRV / CLEANHUB",GER,3Q,10,391,254,IQFOIL FEM.,European Championship 2023
463,24,"ERDIL, LENA / NRV / CLEANHUB",GER,4Q,7,391,254,IQFOIL FEM.,European Championship 2023
464,24,"ERDIL, LENA / NRV / CLEANHUB",GER,5Q,-21,391,254,IQFOIL FEM.,European Championship 2023
465,24,"ERDIL, LENA / NRV / CLEANHUB",GER,6Q,-27,391,254,IQFOIL FEM.,European Championship 2023
466,24,"ERDIL, LENA / NRV / CLEANHUB",GER,7Q,7,391,254,IQFOIL FEM.,European Championship 2023
467,24,"ERDIL, LENA / NRV / CLEANHUB",GER,8Q,9,391,254,IQFOIL FEM.,European Championship 2023
468,24,"ERDIL, LENA / NRV / CLEANHUB",GER,9F,30,391,254,IQFOIL FEM.,European Championship 2023
469,24,"ERDIL, LENA / NRV / CLEANHUB",GER,10F,12,391,254,IQFOIL FEM.,European Championship 2023
470,24,"ERDIL, LENA / NRV / CLEANHUB",GER,11F,DSQ (46),391,254,IQFOIL FEM.,European Championship 2023
471,24,"ERDIL, LENA / NRV / CLEANHUB",GER,12F,-43,391,254,IQFOIL FEM.,European Championship 2023
472,24,"ERDIL, LENA / NRV / CLEANHUB",GER,13F,33,391,254,IQFOIL FEM.,European Championship 2023
473,24,"ERDIL, LENA / NRV / CLEANHUB",GER,14F,15,391,254,IQFOIL FEM.,European Championship 2023
474,24,"ERDIL, LENA / NRV / CLEANHUB",GER,15F,37,391,254,IQFOIL FEM.,European Championship 2023
475,24,"ERDIL, LENA / NRV / CLEANHUB",GER,16F,15,391,254,IQFOIL FEM.,European Championship 2023
476,24,"ERDIL, LENA / NRV / CLEANHUB",GER,17F,14,391,254,IQFOIL FEM.,European Championship 2023
477,24,"ERDIL, LENA / NRV / CLEANHUB",GER,18F,20,391,254,IQFOIL FEM.,European Championship 2023
478,24,"ERDIL, LENA / NRV / CLEANHUB",GER,19F,21.0,391,254,IQFOIL FEM.,European Championship 2023
480,25,"TEN HAVE, VEERLE / THUMPER",NZL,1Q,8,367,255,IQFOIL FEM.,European Championship 2023
481,25,"TEN HAVE, VEERLE / THUMPER",NZL,2Q,2,367,255,IQFOIL FEM.,European Championship 2023
482,25,"TEN HAVE, VEERLE / THUMPER",NZL,3Q,7,367,255,IQFOIL FEM.,European Championship 2023
483,25,"TEN HAVE, VEERLE / THUMPER",NZL,4Q,4,367,255,IQFOIL FEM.,European Championship 2023
484,25,"TEN HAVE, VEERLE / THUMPER",NZL,5Q,-11,367,255,IQFOIL FEM.,European Championship 2023
485,25,"TEN HAVE, VEERLE / THUMPER",NZL,6Q,6,367,255,IQFOIL FEM.,European Championship 2023
486,25,"TEN HAVE, VEERLE / THUMPER",NZL,7Q,7,367,255,IQFOIL FEM.,European Championship 2023
487,25,"TEN HAVE, VEERLE / THUMPER",NZL,8Q,-17,367,255,IQFOIL FEM.,European Championship 2023
488,25,"TEN HAVE, VEERLE / THUMPER",NZL,9F,26,367,255,IQFOIL FEM.,European Championship 2023
489,25,"TEN HAVE, VEERLE / THUMPER",NZL,10F,17,367,255,IQFOIL FEM.,European Championship 2023
490,25,"TEN HAVE, VEERLE / THUMPER",NZL,11F,32,367,255,IQFOIL FEM.,European Championship 2023
491,25,"TEN HAVE, VEERLE / THUMPER",NZL,12F,18,367,255,IQFOIL FEM.,European Championship 2023
492,25,"TEN HAVE, VEERLE / THUMPER",NZL,13F,-37,367,255,IQFOIL FEM.,European Championship 2023
493,25,"TEN HAVE, VEERLE / THUMPER",NZL,14F,RDG 37,367,255,IQFOIL FEM.,European Championship 2023
494,25,"TEN HAVE, VEERLE / THUMPER",NZL,15F,27,367,255,IQFOIL FEM.,European Championship 2023
495,25,"TEN HAVE, VEERLE / THUMPER",NZL,16F,BFD (47),367,255,IQFOIL FEM.,European Championship 2023
496,25,"TEN HAVE, VEERLE / THUMPER",NZL,17F,25,367,255,IQFOIL FEM.,European Championship 2023
497,25,"TEN HAVE, VEERLE / THUMPER",NZL,18F,10,367,255,IQFOIL FEM.,European Championship 2023
498,25,"TEN HAVE, VEERLE / THUMPER",NZL,19F,29.0,367,255,IQFOIL FEM.,European Championship 2023
500,26,"TAN, XIALING / SICHUAN SPORTS",CHN,1Q,4,419,263,IQFOIL FEM.,European Championship 2023
501,26,"TAN, XIALING / SICHUAN SPORTS",CHN,2Q,4,419,263,IQFOIL FEM.,European Championship 2023
502,26,"TAN, XIALING / SICHUAN SPORTS",CHN,3Q,-25,419,263,IQFOIL FEM.,European Championship 2023
503,26,"TAN, XIALING / SICHUAN SPORTS",CHN,4Q,10,419,263,IQFOIL FEM.,European Championship 2023
504,26,"TAN, XIALING / SICHUAN SPORTS",CHN,5Q,14,419,263,IQFOIL FEM.,European Championship 2023
505,26,"TAN, XIALING / SICHUAN SPORTS",CHN,6Q,8,419,263,IQFOIL FEM.,European Championship 2023
506,26,"TAN, XIALING / SICHUAN SPORTS",CHN,7Q,BFD (46),419,263,IQFOIL FEM.,European Championship 2023
507,26,"TAN, XIALING / SICHUAN SPORTS",CHN,8Q,8,419,263,IQFOIL FEM.,European Championship 2023
508,26,"TAN, XIALING / SICHUAN SPORTS",CHN,9F,DSQ (46),419,263,IQFOIL FEM.,European Championship 2023
509,26,"TAN, XIALING / SICHUAN SPORTS",CHN,10F,18,419,263,IQFOIL FEM.,European Championship 2023
510,26,"TAN, XIALING / SICHUAN SPORTS",CHN,11F,18,419,263,IQFOIL FEM.,European Championship 2023
