Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,MRQ,Total,Nett
60,"LEWINSKI, DOMINIK",2777,POL,19.0,23.0,9.0,11.0,32.0,(35.0),(34.0),31.0,22.0,(65.0),53.0,53.0,24.0,36.0,(57.0),52.0,19.0,27.0,33.0,17.0,-,652,461
60,"MINA FERGUSON, MADDY , MCLEAY",3501,,36.0,36.0,36.0,36.0,36.0,36.0,13.0,27.0,27.0,22.0,(46.0),46.0,11.0,17.0,-,-,-,-,-,-,-,425.0,379.0
60,SAMANTHA COSTIN,4295,AUS,29.0,21.0,27.0,(49.0),29.0,26.0,25.0,26.0,18.0,8.0,8.0,8.0,28.0,(48.0),23.0,30.0,1.0,27.0,13.0,5.0,-,449,293
60,"ALBERT TORRES, ELIAS ARETZ",75,ESP,14.0,23.0,12.0,20.0,8.0,13.0,26.0,(32.0),32.0,2.0,3.0,5.0,2.0,8.0,-,-,-,-,-,-,-,200.0,168.0
61,"PIANAZZA, FABIEN",4015,FRA,7.0,13.0,11.0,11.0,22.0,(37.0),24.0,(78.0),47.0,(70.0),43.0,43.0,69.0,54.0,(78.0),39.0,11.0,25.0,25.0,29.0,-,736,473
61,BRIANNA ORAMS,652,,27.0,(49.0),27.0,29.0,(49.0),29.0,38.0,28.0,6.0,2.0,9.0,9.0,25.0,31.0,7.0,22.0,15.0,13.0,7.0,(49.0),-,471,293
61,"HANNAH MAURER, LINN BERNTSSON",1792,,36.0,25.0,36.0,24.0,29.0,29.0,25.0,28.0,36.0,(46.0),46.0,46.0,15.0,24.0,-,-,-,-,-,-,-,445.0,399.0
61,"SAM MORGAN, PAT MORGAN",4289,,(32.0),32.0,32.0,32.0,11.0,6.0,14.0,11.0,10.0,7.0,15.0,1.0,1.0,4.0,-,-,-,-,-,-,-,208.0,176.0
62,BRUNA MARTINELLI MELLO,671,,35.0,29.0,45.0,9.0,35.0,27.0,26.0,32.0,19.0,11.0,18.0,18.0,31.0,(48.0),5.0,10.0,37.0,11.0,5.0,27.0,-,478,313
62,"MONIQUE VENNI, S-OZANNE, HANNAH MORRIS",3548,,36.0,36.0,36.0,28.0,27.0,31.0,20.0,29.0,22.0,(46.0),46.0,46.0,20.0,33.0,-,-,-,-,-,-,-,456.0,410.0
62,"DOLF HENDRIKSEN, JORN SWART",1153,,23.0,18.0,20.0,16.0,18.0,21.0,(32.0),17.0,25.0,4.0,6.0,3.0,15.0,1.0,-,-,-,-,-,-,-,219.0,187.0
62,"BROUCKE, THOMAS",664,BEL,(35.0),19.0,13.0,13.0,20.0,(41.0),15.0,32.0,53.0,(60.0),48.0,48.0,(59.0),35.0,37.0,54.0,17.0,19.0,19.0,33.0,-,670,475
63,"FREDRIK BERGSTROM, AXEL MUNKBY",1565,,18.0,20.0,18.0,23.0,16.0,18.0,24.0,8.0,26.0,8.0,(35.0),9.0,7.0,2.0,-,-,-,-,-,-,-,232.0,197.0
63,"COURTNEY REYNOLD, S-SMITH, BRIANNA REYNOLDS-SMITH",964,,28.0,36.0,36.0,27.0,18.0,30.0,8.0,20.0,29.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,462.0,416.0
63,DILARA URALP PALOMBO,1130,TUR,17.0,19.0,19.0,(49.0),27.0,40.0,29.0,38.0,33.0,21.0,37.0,37.0,3.0,23.0,24.0,21.0,17.0,11.0,11.0,11.0,-,487,324
63,"AU, LING YEUNG",412,HKG,7.0,21.0,9.0,41.0,(50.0),24.0,14.0,(44.0),(72.0),(66.0),46.0,46.0,49.0,21.0,60.0,50.0,19.0,15.0,17.0,41.0,-,712,480
64,SARA CHOLNOKY,4340,,43.0,31.0,37.0,23.0,38.0,31.0,29.0,35.0,13.0,9.0,11.0,11.0,8.0,21.0,27.0,15.0,25.0,25.0,33.0,1.0,-,466,325
64,"CARFANTAN, GASPARD",725,FRA,9.0,9.0,1.0,19.0,19.0,31.0,(43.0),(40.0),65.0,46.0,(69.0),(69.0),23.0,46.0,59.0,58.0,41.0,23.0,27.0,15.0,-,712,491
64,"KELLY COLE, RACHEL ELLIE GLENN",2533,,36.0,33.0,36.0,36.0,25.0,27.0,36.0,25.0,32.0,31.0,27.0,(46.0),39.0,38.0,-,-,-,-,-,-,-,467.0,421.0
64,"OTTO HENRY, FLYNN TWOMEY",3845,,26.0,29.0,19.0,19.0,21.0,(32.0),10.0,25.0,22.0,1.0,1.0,13.0,9.0,5.0,-,-,-,-,-,-,-,232.0,200.0
65,"SIMON HEINDL, FYNN KAUFHOLD",4497,,20.0,17.0,22.0,20.0,18.0,15.0,18.0,(24.0),22.0,5.0,4.0,15.0,18.0,10.0,-,-,-,-,-,-,-,228.0,204.0
65,"BEL, BAZ",486,ISR,5.0,11.0,31.0,7.0,31.0,(34.0),(32.0),23.0,59.0,68.0,(72.0),(72.0),51.0,53.0,52.0,22.0,41.0,15.0,19.0,23.0,-,721,511
65,SUNAGA YUKI,4638,,31.0,35.0,43.0,29.0,20.0,29.0,35.0,25.0,29.0,20.0,16.0,16.0,17.0,22.0,12.0,4.0,27.0,13.0,15.0,(49.0),-,487,331
65,"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",2462,,29.0,30.0,30.0,36.0,36.0,36.0,36.0,31.0,36.0,(46.0),46.0,46.0,38.0,21.0,-,-,-,-,-,-,-,497.0,451.0
66,JOHANNA HJERTBERG,2266,SWE,29.0,31.0,17.0,(49.0),37.0,32.0,34.0,34.0,8.0,1.0,17.0,17.0,37.0,27.0,29.0,32.0,13.0,9.0,3.0,39.0,-,495,333
66,"VRIESWIJK, AMADO",5074,NED,9.0,(41.0),7.0,5.0,3.0,2.0,12.0,(14.0),69.0,55.0,18.0,18.0,(78.0),(78.0),78.0,78.0,41.0,41.0,41.0,41.0,-,729,518
66,"ARRAN HOLMAN, JAMES TAYLOR",377,,25.0,21.0,24.0,18.0,22.0,22.0,12.0,16.0,15.0,6.0,13.0,6.0,4.0,(35.0),-,-,-,-,-,-,-,239.0,204.0
66,"GIULIETTA LANG, STERRE VAN WEGEN",1689,,23.0,36.0,36.0,36.0,36.0,36.0,36.0,-,36.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,505.0,459.0
67,FIANNE VAN DEN BRULE,1456,NED,25.0,35.0,35.0,15.0,36.0,36.0,34.0,34.0,17.0,16.0,12.0,12.0,35.0,19.0,17.0,24.0,11.0,29.0,29.0,9.0,-,480,344
67,"PAULA SCHUTZE, LILLE JONAS",3920,,36.0,36.0,36.0,36.0,36.0,36.0,36.0,-,36.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,518.0,472.0
67,"PAVLOS KAGIALIS, IOANNIS ORFANOS",3932,GRE,18.0,22.0,22.0,20.0,(25.0),9.0,23.0,11.0,25.0,3.0,9.0,7.0,17.0,19.0,-,-,-,-,-,-,-,230.0,205.0
67,"JEPSEN, MADS",2179,DEN,17.0,1.0,21.0,(41.0),(46.0),22.0,31.0,26.0,25.0,(67.0),49.0,49.0,51.0,63.0,61.0,(78.0),31.0,21.0,33.0,25.0,-,758,526
68,"POL MARSANS BALCELLS, JOSE MANUEL RUIZ IBANEZ",4050,ESP,13.0,19.0,20.0,24.0,19.0,19.0,19.0,20.0,21.0,(35.0),2.0,2.0,16.0,13.0,-,-,-,-,-,-,-,242.0,207.0
68,NELA SADILKOVA,3631,CZE,39.0,29.0,25.0,17.0,33.0,35.0,41.0,36.0,14.0,10.0,27.0,27.0,15.0,33.0,19.0,12.0,25.0,21.0,9.0,19.0,-,486,346
68,"LILY RICHARDSON, MATILDA RICHARDSON",2807,,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,(46.0),46.0,46.0,35.0,36.0,-,-,-,-,-,-,-,533.0,487.0
68,"PASQUETTE, JEROME",3888,FRA,5.0,15.0,15.0,(41.0),30.0,29.0,28.0,(42.0),44.0,56.0,(74.0),(74.0),46.0,56.0,54.0,20.0,25.0,41.0,31.0,31.0,-,757,526
69,LINDA OPRANDI,2820,ITA,33.0,43.0,29.0,25.0,40.0,34.0,27.0,32.0,25.0,25.0,19.0,19.0,18.0,8.0,13.0,14.0,21.0,15.0,31.0,15.0,-,486,347
69,"CHRISTOPHER WILLIFORD, DUNCAN WILLIFORD",896,,22.0,23.0,16.0,22.0,21.0,(32.0),21.0,23.0,8.0,18.0,8.0,21.0,3.0,7.0,-,-,-,-,-,-,-,245.0,213.0
69,"JULIA HENRIKSSON, CAROLINE PETTERSSON",2391,,36.0,21.0,31.0,36.0,36.0,36.0,36.0,36.0,36.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,534.0,488.0
69,"KIKABHOY, RAFEEK",2561,HKG,21.0,19.0,11.0,7.0,14.0,15.0,(29.0),(36.0),62.0,47.0,(68.0),(68.0),62.0,66.0,51.0,59.0,13.0,19.0,29.0,31.0,-,727,526
70,"ZOFIA BURSKA, SARA TKADLECOVA",5287,CZE,22.0,30.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,(46.0),46.0,46.0,46.0,46.0,-,-,-,-,-,-,-,534.0,488.0
70,"COUSIN, ALEXANDRE",967,FRA,25.0,19.0,25.0,19.0,(43.0),(47.0),22.0,9.0,(75.0),59.0,51.0,51.0,53.0,(78.0),65.0,48.0,41.0,25.0,13.0,9.0,-,777,534
70,DEMITA VEGA DE LILLE,1087,,39.0,41.0,33.0,25.0,29.0,38.0,35.0,45.0,23.0,29.0,14.0,14.0,12.0,7.0,3.0,6.0,43.0,37.0,17.0,35.0,-,525,359
70,"FIN ARMSTRONG, EWAN GRIBBIN",1467,GBR,19.0,21.0,16.0,24.0,20.0,(27.0),21.0,25.0,20.0,9.0,7.0,8.0,11.0,12.0,-,-,-,-,-,-,-,240.0,213.0
71,"LEE, TAEHOON",2730,KOR,9.0,7.0,3.0,(41.0),38.0,3.0,(43.0),39.0,(74.0),57.0,54.0,54.0,70.0,52.0,(78.0),64.0,31.0,41.0,11.0,21.0,-,790,554
71,MANON BERGER,3053,SUI,27.0,39.0,(49.0),(49.0),28.0,22.0,24.0,40.0,7.0,15.0,1.0,1.0,34.0,30.0,34.0,27.0,31.0,35.0,43.0,23.0,-,559,383
71,"MARIUS WESTERLIND, OLLE ARONSSON",3181,,19.0,16.0,23.0,25.0,(32.0),18.0,24.0,19.0,20.0,11.0,20.0,12.0,6.0,3.0,-,-,-,-,-,-,-,248.0,216.0
72,"BASIK TASHTASH, DANIEL",468,ISR,5.0,41.0,11.0,7.0,(61.0),28.0,(44.0),36.0,55.0,(71.0),62.0,62.0,54.0,(64.0),53.0,61.0,11.0,7.0,31.0,41.0,-,805,565
72,SOPHIA MEYER,4541,,31.0,33.0,31.0,31.0,31.0,42.0,39.0,41.0,28.0,26.0,32.0,32.0,19.0,12.0,10.0,11.0,17.0,39.0,11.0,(49.0),-,565,394
72,"YI NIAN KOH, JEN-E TAN",5221,,23.0,28.0,25.0,27.0,(32.0),24.0,13.0,20.0,15.0,10.0,5.0,16.0,12.0,6.0,-,-,-,-,-,-,-,256.0,224.0
73,"CARL EMIL SLOTH, ANDREAS HOFFMANN-PETERSEN",728,,21.0,21.0,(32.0),26.0,26.0,24.0,24.0,13.0,4.0,17.0,11.0,20.0,13.0,15.0,-,-,-,-,-,-,-,267.0,235.0
73,"LAMADRID TRUEBA,",2666,ESP,23.0,11.0,11.0,13.0,13.0,(46.0),33.0,(49.0),67.0,64.0,60.0,60.0,(72.0),(78.0),47.0,67.0,25.0,13.0,31.0,27.0,-,810,565
73,INES BOUCHET,1989,,27.0,27.0,29.0,27.0,41.0,46.0,39.0,42.0,21.0,22.0,22.0,22.0,21.0,26.0,26.0,28.0,19.0,23.0,39.0,17.0,-,564,409
74,"THOMAS STAPLES, WILLIAM STAPLES",4779,CAN,16.0,(32.0),15.0,25.0,23.0,21.0,20.0,13.0,22.0,14.0,17.0,11.0,20.0,20.0,-,-,-,-,-,-,-,269.0,237.0
74,TUULI PETAJA-SIREN,4923,,37.0,37.0,37.0,37.0,33.0,33.0,30.0,33.0,24.0,18.0,34.0,34.0,16.0,16.0,18.0,20.0,23.0,35.0,(49.0),25.0,-,589,431
74,"POGGEMANN, LARS",4048,GER,17.0,5.0,17.0,15.0,(37.0),27.0,31.0,(60.0),(70.0),61.0,(66.0),66.0,58.0,59.0,58.0,66.0,15.0,27.0,35.0,29.0,-,819,586
75,NATASA LAPPA,3611,CYP,41.0,39.0,31.0,39.0,31.0,32.0,36.0,36.0,15.0,31.0,21.0,21.0,7.0,32.0,25.0,(48.0),35.0,19.0,27.0,29.0,-,595,432
75,"MERCEUR, BENOIT",3429,FRA,15.0,9.0,33.0,7.0,33.0,20.0,(39.0),(42.0),(73.0),(69.0),47.0,47.0,60.0,58.0,66.0,51.0,41.0,37.0,29.0,35.0,-,811,588
75,"REED LORIMER, CASEY CABOT",4118,,27.0,26.0,27.0,(32.0),32.0,25.0,20.0,7.0,26.0,16.0,16.0,14.0,24.0,9.0,-,-,-,-,-,-,-,301.0,269.0
76,"MALTHE EBDRUP, SEBASTIAN WRIGHT OLSEN",3042,,26.0,15.0,21.0,23.0,15.0,25.0,25.0,24.0,17.0,15.0,10.0,(35.0),19.0,35.0,-,-,-,-,-,-,-,305.0,270.0
76,FARRAH HALL,1413,,35.0,25.0,41.0,25.0,41.0,37.0,38.0,39.0,36.0,24.0,26.0,26.0,23.0,10.0,30.0,16.0,35.0,37.0,25.0,27.0,-,596,441
76,"PIGNOLET , LOUIS",4027,FRA,5.0,3.0,21.0,(41.0),(44.0),30.0,8.0,11.0,64.0,(78.0),(78.0),78.0,78.0,78.0,78.0,78.0,41.0,41.0,41.0,41.0,-,937,696
77,"POMERANTZ, IDO",4054,ISR,13.0,15.0,7.0,5.0,25.0,44.0,(78.0),(78.0),(78.0),(78.0),78.0,78.0,78.0,78.0,78.0,78.0,41.0,41.0,41.0,41.0,-,1053,741
77,"DOUGLAS LEUNG, AUGUSTIN CLOT",1175,,22.0,22.0,19.0,24.0,24.0,23.0,29.0,25.0,(30.0),13.0,19.0,19.0,23.0,17.0,-,-,-,-,-,-,-,309.0,279.0
77,DOMINIQUE STATER,1164,USA,35.0,23.0,35.0,33.0,39.0,39.0,28.0,25.0,32.0,39.0,13.0,13.0,24.0,(48.0),39.0,39.0,39.0,19.0,29.0,17.0,-,608,443
78,JUSTINE LEMETEYER,2435,,35.0,41.0,27.0,31.0,38.0,37.0,45.0,41.0,26.0,13.0,30.0,30.0,29.0,(48.0),36.0,38.0,19.0,23.0,23.0,9.0,-,619,447
78,"MARCEL MARCINIAK, PATRYK ROZAK",3074,,24.0,(32.0),32.0,22.0,23.0,19.0,32.0,24.0,13.0,20.0,14.0,17.0,22.0,18.0,-,-,-,-,-,-,-,312.0,280.0
78,"MORRIS, GRAE",3561,AUS,23.0,19.0,17.0,(35.0),(53.0),29.0,19.0,30.0,(5.0),2.0,1.0,1.0,1.0,4.0,4.0,(12.0),3.0,1.0,1.0,1.0,-,261,156
79,DANAE PONTIFEX,1013,GRE,41.0,37.0,37.0,21.0,34.0,34.0,32.0,35.0,27.0,32.0,38.0,38.0,22.0,24.0,14.0,18.0,39.0,27.0,31.0,25.0,-,606,451
79,"JAKOB PORTHUN, MALTE JACOBS",2081,,28.0,28.0,26.0,32.0,32.0,32.0,2.0,23.0,24.0,12.0,18.0,4.0,(35.0),23.0,-,-,-,-,-,-,-,319.0,284.0
79,"ROI, HILLEL",4196,ISR,19.0,23.0,25.0,7.0,(35.0),35.0,(40.0),26.0,(41.0),3.0,4.0,4.0,(30.0),13.0,5.0,7.0,3.0,3.0,1.0,1.0,-,325,179
80,JUNNA WATANABE,2424,JPN,45.0,27.0,39.0,29.0,42.0,41.0,40.0,31.0,35.0,28.0,35.0,35.0,41.0,18.0,22.0,25.0,31.0,43.0,23.0,21.0,-,651,480
80,"DYLAN JONES, JONATHAN KELLY",1194,,17.0,23.0,9.0,25.0,26.0,26.0,17.0,27.0,23.0,(35.0),35.0,35.0,5.0,22.0,-,-,-,-,-,-,-,325.0,290.0
80,"BIRIZ, ONUR CAVIT",581,TUR,21.0,35.0,19.0,15.0,(38.0),8.0,(46.0),31.0,7.0,5.0,(30.0),30.0,14.0,(78.0),3.0,10.0,1.0,1.0,1.0,1.0,-,394,202
81,"MORITZ DORAU, RIKO ROCKENBAUCH",3553,GER,17.0,22.0,23.0,26.0,32.0,26.0,32.0,32.0,32.0,19.0,(35.0),10.0,8.0,21.0,-,-,-,-,-,-,-,335.0,300.0
81,"LILLELUND, NIKLAS",2803,DEN,27.0,17.0,13.0,29.0,34.0,(78.0),49.0,(78.0),2.0,9.0,3.0,3.0,3.0,(19.0),(17.0),2.0,1.0,1.0,7.0,13.0,-,405,213
81,CRISTINA ORTIZ VIVAS,979,,37.0,37.0,33.0,35.0,43.0,35.0,42.0,43.0,31.0,30.0,31.0,31.0,26.0,20.0,28.0,36.0,21.0,15.0,35.0,31.0,-,640,483
82,"COZZOLINO, ANTONIO",972,NZL,25.0,27.0,25.0,21.0,(66.0),25.0,37.0,(52.0),4.0,15.0,2.0,2.0,13.0,(78.0),13.0,9.0,7.0,15.0,(41.0),3.0,-,480,243
82,MIKI YAMABE,3483,JPN,45.0,45.0,43.67,41.0,37.0,41.0,43.0,40.0,34.0,(48.0),39.0,39.0,27.0,14.0,16.0,31.0,13.0,29.0,39.0,3.0,-,"667,67","490,67"
82,"MARTIN WIZNER, JAIME WIZNER",3237,ESP,24.0,25.0,26.0,23.0,19.0,9.0,26.0,28.0,20.0,21.0,(35.0),35.0,35.0,35.0,-,-,-,-,-,-,-,361.0,326.0
83,"TSORTANIDIS , LEONIDAS",4915,GRE,27.0,13.0,23.0,41.0,(62.0),40.0,(50.0),33.0,9.0,11.0,(25.0),(25.0),5.0,7.0,2.0,11.0,7.0,9.0,3.0,3.0,-,406,244
83,AIKATERINI DIVARI,52,GRE,45.0,31.0,39.0,37.0,34.0,38.0,37.0,(49.0),37.0,36.0,25.0,25.0,33.0,17.0,21.0,23.0,33.0,33.0,35.0,31.0,-,659,492
