Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,Total,Nett
15,"KIMBERLY LIM, CECILIA LOW",2573,SGP,9.0,4.0,1.0,20.0,3.0,8.0,10.0,2.0,(25.0),12.0,12.0,16.0,17.0,17.0,19.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.0,173.0
15,LUKE RUITENBERG,2963,CAN,(37.0),11.0,26.0,29.0,36.0,27.0,-,-,-,-,-,-,-,-,-,-,-,(44.0),18.0,3.0,19.0,3.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,280.0,199.0
15,"WILLIAM PHILLIPS, SAM PHILLIPS",5146,,2.0,7.0,2.0,9.0,10.0,(22.0),7.0,11.0,11.0,7.0,21.0,2.0,17.0,21.0,18.0,17.0,10.0,2.0,7.0,2.0,9.0,10.0,(22.0),7.0,11.0,11.0,7.0,21.0,2.0,17.0,21.0,18.0,17.0,10.0,-,194.0,172.0
16,VASILEIA KARACHALIOU,4996,POR,(57.0),4.0,(57.0),2.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,47.0,22.2,30.0,10.0,12.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,255.0,141.2
16,JUAN PABLO BISIO,2367,ARG,24.0,15.0,26.0,(34.0),19.0,31.0,-,-,-,-,-,-,-,-,-,-,-,22.0,(39.0),35.0,2.0,14.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,273.0,200.0
16,ARTHIT ROMANYK,383,THA,31.0,(39.0),28.0,(43.0),37.0,36.0,-,-,-,-,-,-,-,-,-,-,-,32.0,7.0,23.0,18.0,24.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,323.0,241.0
16,CAROLINA JOAO,763,POR,23.0,(30.0),27.0,29.0,(36.0),-,-,-,-,-,-,-,-,-,-,-,-,12.0,21.0,17.0,16.0,9.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,246.0,180.0
16,"JACK HAWKINS, CHRIS THOMAS",2044,,3.0,9.0,10.0,3.0,21.0,2.0,9.0,14.0,9.0,19.0,(23.0),14.0,9.0,1.0,14.0,23.0,13.0,3.0,9.0,10.0,3.0,21.0,2.0,9.0,14.0,9.0,19.0,(23.0),14.0,9.0,1.0,14.0,23.0,13.0,-,196.0,173.0
16,JEEMIN HA,2160,KOR,(16.0),12.0,2.0,1.0,4.0,3.0,-,-,-,-,-,-,-,-,-,-,-,27.0,21.0,(33.0),29.0,29.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,183.0,134.0
16,"JULIE BOSSARD, AUDE COMPAN",2406,,(27.0),21.0,20.0,2.0,5.0,7.0,4.0,4.0,15.0,2.0,17.0,21.0,10.0,6.0,21.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,177.0
17,"JULIA GROSS, HANNA KLINGA",2389,,2.0,13.0,4.0,23.0,12.0,2.0,(25.0),23.0,12.0,5.0,16.0,20.0,8.0,21.0,8.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,179.0
17,SERGEI KOMISSAROV,4435,RUS,(14.0),1.0,8.0,3.0,9.0,9.0,-,-,-,-,-,-,-,-,-,-,-,1.0,(46.0),41.0,33.0,30.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,198.0,138.0
17,ANDREW LEWIS,257,TTO,(32.0),31.0,(53.0),23.0,17.0,21.0,-,-,-,-,-,-,-,-,-,-,-,31.0,8.0,4.0,27.0,22.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,287.0,202.0
17,MAUD JAYET,3347,SUI,(31.0),9.0,(57.0),7.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,26.0,22.0,14.0,23.0,4.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,239.0,151.0
17,EBRU BOLAT,1197,ROU,11.0,35.0,34.0,(36.0),28.0,-,-,-,-,-,-,-,-,-,-,-,-,25.0,13.0,18.0,17.0,(53.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,271.0,182.0
17,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,14.0,2.0,12.0,8.0,9.0,15.0,2.0,7.0,1.0,18.0,(25.0),18.0,19.0,14.0,17.0,10.0,7.0,14.0,2.0,12.0,8.0,9.0,15.0,2.0,7.0,1.0,18.0,(25.0),18.0,19.0,14.0,17.0,10.0,7.0,-,198.0,173.0
17,OMER GOLANI,3820,ISR,(42.0),30.0,34.0,39.0,33.0,(43.0),-,-,-,-,-,-,-,-,-,-,-,4.0,24.0,27.0,34.0,8.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,327.0,242.0
18,"RONJA GRONBLOM, VEERA HOKKA",4216,FIN,4.0,3.0,10.0,18.0,14.0,9.0,12.0,14.0,5.0,4.0,20.0,(24.0),18.0,11.0,24.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,180.0
18,JUSTIN NORTON,2433,CAN,28.0,(53.0),35.0,(44.0),35.0,38.0,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,16.0,19.0,10.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,346.0,249.0
18,EMIL BENGTSON,1277,SWE,11.0,6.0,23.0,(33.0),25.0,20.0,-,-,-,-,-,-,-,-,-,-,-,2.0,(43.0),34.0,36.0,8.0,40.0,-,-,-,-,-,-,-,-,-,-,-,-,281.0,205.0
18,"IAN BARROWS, MITCHELL KISS",1958,,8.0,8.0,6.0,11.0,8.0,5.0,6.0,10.0,15.0,8.0,17.0,25.0,18.0,17.0,4.0,(26.0),8.0,8.0,8.0,6.0,11.0,8.0,5.0,6.0,10.0,15.0,8.0,17.0,25.0,18.0,17.0,4.0,(26.0),8.0,-,200.0,174.0
18,PAVLOS KONTIDES,3933,CYP,18.0,(53.0),4.0,9.0,6.0,7.0,-,-,-,-,-,-,-,-,-,-,-,(53.0),34.0,10.0,15.0,22.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,246.0,140.0
18,MOMOKO TADA,3541,JPN,9.0,38.0,(39.0),(41.0),30.0,-,-,-,-,-,-,-,-,-,-,-,-,26.0,28.0,20.0,15.0,2.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,263.0,183.0
18,PERNELLE MICHON,3962,FRA,18.0,12.0,21.0,(33.0),15.0,-,-,-,-,-,-,-,-,-,-,-,-,6.0,24.0,10.0,15.0,30.0,(39.0),-,-,-,-,-,-,-,-,-,-,-,-,223.0,151.0
19,CASEY IMENEO,774,AUS,31.0,28.0,31.0,30.0,(37.0),-,-,-,-,-,-,-,-,-,-,-,-,5.0,(40.0),11.0,5.0,31.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,271.0,194.0
19,YUICHIRO KITAMURA,5237,JPN,(46.0),17.0,37.0,35.0,42.0,34.0,-,-,-,-,-,-,-,-,-,-,-,13.0,23.0,(53.0),15.0,26.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,351.0,252.0
19,"MARCO GRAEL, GABRIEL BORGES",3087,BRA,10.0,2.0,8.0,10.0,7.0,13.0,12.0,6.0,14.0,21.0,11.0,13.0,8.0,16.0,(24.0),4.0,21.0,10.0,2.0,8.0,10.0,7.0,13.0,12.0,6.0,14.0,21.0,11.0,13.0,8.0,16.0,(24.0),4.0,21.0,-,200.0,176.0
19,DANIIL KRUTSKIKH,1039,RUS,24.0,(32.0),27.0,19.0,26.0,30.0,-,-,-,-,-,-,-,-,-,-,-,29.0,15.0,19.0,12.0,(33.0),5.0,-,-,-,-,-,-,-,-,-,-,-,-,271.0,206.0
19,KAARLE TAPPER,2443,FIN,5.0,(20.0),1.0,16.0,15.0,10.0,-,-,-,-,-,-,-,-,-,-,-,36.0,9.0,4.0,3.0,42.0,(43.0),-,-,-,-,-,-,-,-,-,-,-,-,204.0,141.0
19,"LILI SEBESI, ALBANE DUBOIS",2799,FRA,1.0,13.0,15.0,7.0,16.0,13.0,15.0,21.0,13.0,21.0,23.0,(26.0),14.0,4.0,6.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227.0,201.0
19,LINE FLEM HOST,2827,NOR,3.0,3.0,2.0,18.0,(23.0),-,-,-,-,-,-,-,-,-,-,-,-,33.0,(46.0),37.0,1.0,27.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,221.0,152.0
20,ELENA VOROBEVA,1240,CRO,(26.0),20.0,1.0,19.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,10.0,41.0,7.0,17.0,(49.0),42.0,-,-,-,-,-,-,-,-,-,-,-,-,239.0,164.0
20,GIACOMO MUSONE,1657,ITA,29.0,5.0,32.0,34.0,(44.0),32.0,-,-,-,-,-,-,-,-,-,-,-,5.0,1.0,11.0,32.0,26.0,(38.0),-,-,-,-,-,-,-,-,-,-,-,-,289.0,207.0
20,ANDELA DE MICHELI VITTURI,212,CRO,34.0,(57.0),35.0,49.0,(55.0),-,-,-,-,-,-,-,-,-,-,-,-,16.0,9.0,4.0,3.0,26.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,319.0,207.0
20,BENJAMIN VADNAI,520,HUN,9.0,2.0,10.0,8.0,(23.0),13.0,-,-,-,-,-,-,-,-,-,-,-,11.0,(44.0),19.0,14.0,20.0,39.0,-,-,-,-,-,-,-,-,-,-,-,-,212.0,145.0
20,"JIM COLLEY, SHAUN CONNOR",2217,AUS,10.0,6.0,7.0,4.0,17.0,14.0,13.0,1.0,3.0,12.0,5.0,15.0,11.0,(24.0),16.0,22.0,20.0,10.0,6.0,7.0,4.0,17.0,14.0,13.0,1.0,3.0,12.0,5.0,15.0,11.0,(24.0),16.0,22.0,20.0,-,200.0,176.0
20,LYUBEN TENEKEDZHIEV,2974,BUL,4.0,30.0,40.0,39.0,(45.0),(46.0),-,-,-,-,-,-,-,-,-,-,-,12.0,43.0,15.0,12.0,32.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,344.0,253.0
20,"ANNA YAMAZAKI, SENA TAKANO",306,,9.0,11.0,17.0,17.0,5.0,(24.0),17.0,3.0,19.0,20.0,21.0,22.0,6.0,10.0,13.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226.0,202.0
21,ERIKA REINEKE,1342,USA,20.0,3.0,(21.0),14.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,5.0,(57.0),48.0,4.0,46.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,242.0,164.0
21,BERKAY ABAY,534,TUR,25.0,(38.0),28.0,24.0,31.0,28.0,-,-,-,-,-,-,-,-,-,-,-,15.0,20.0,21.0,(39.0),6.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,285.0,208.0
21,ANNIE EASTGATE,325,AUS,28.0,40.0,23.0,19.0,(46.0),-,-,-,-,-,-,-,-,-,-,-,-,7.0,31.0,13.0,(57.0),36.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,320.0,217.0
21,MICHAEL BECKETT,3441,GBR,(37.0),(53.0),1.0,5.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,26.0,26.0,32.0,20.0,12.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,239.0,149.0
21,GERALD WILLIAMS,1646,TPE,39.0,(42.0),33.0,38.0,(42.0),37.0,-,-,-,-,-,-,-,-,-,-,-,23.0,37.0,22.0,1.0,4.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,341.0,257.0
21,"SEBASTIEN SCHNEITER, LUCIEN CUJEAN",4420,SUI,6.0,6.0,8.0,2.0,3.0,6.0,(26.0),14.0,18.0,22.0,2.0,10.0,22.0,2.0,23.0,18.0,18.0,6.0,6.0,8.0,2.0,3.0,6.0,(26.0),14.0,18.0,22.0,2.0,10.0,22.0,2.0,23.0,18.0,18.0,-,206.0,180.0
21,"ALEXANDRA STALDER, SILVIA SPERI",132,,6.0,10.0,12.0,20.0,7.0,(28.0),5.0,10.0,21.0,25.0,22.0,6.0,19.0,19.0,14.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239.0,211.0
22,JUAN IGNACIO MAEGLI,2360,GUA,7.0,7.0,(53.0),6.0,11.0,11.0,-,-,-,-,-,-,-,-,-,-,-,30.0,29.0,9.0,26.0,16.0,(31.0),-,-,-,-,-,-,-,-,-,-,-,-,236.0,152.0
22,AGATA BARWINSKA,29,POL,(19.0),18.0,17.0,1.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,50.0,14.0,9.0,34.0,13.0,(53.0),-,-,-,-,-,-,-,-,-,-,-,-,238.0,166.0
22,YURI HUMMEL,5246,NED,22.0,(28.0),14.0,20.0,11.0,16.0,-,-,-,-,-,-,-,-,-,-,-,10.0,27.0,26.0,44.0,(53.0),19.0,-,-,-,-,-,-,-,-,-,-,-,-,290.0,209.0
22,"ROBERT DICKSON, SEAN WADDILOVE",4168,IRL,1.0,13.0,13.0,12.0,20.0,3.0,4.0,9.0,16.0,20.0,(24.0),20.0,7.0,10.0,2.0,14.0,19.0,1.0,13.0,13.0,12.0,20.0,3.0,4.0,9.0,16.0,20.0,(24.0),20.0,7.0,10.0,2.0,14.0,19.0,-,207.0,183.0
22,JAKUB HALOUZKA,2083,CZE,33.0,33.0,(39.0),36.0,(44.0),33.0,-,-,-,-,-,-,-,-,-,-,-,19.0,8.0,33.0,27.0,18.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,340.0,257.0
22,"CARLOTTA OMARI, MATILDA DISTEFANO",752,,(25.0),18.0,16.0,8.0,3.0,18.0,5.0,13.0,9.0,23.0,15.0,17.0,23.0,15.0,16.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241.0,216.0
22,FRANCESCA FRAZZA,1521,ITA,10.0,(34.0),(37.0),29.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,23.0,27.0,27.0,21.0,30.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,291.0,220.0
23,YANIC GENTRY,5208,MEX,34.0,20.0,24.0,26.0,27.0,26.0,-,-,-,-,-,-,-,-,-,-,-,38.0,5.0,14.0,13.0,21.0,34.0,-,-,-,-,-,-,-,-,-,-,-,-,282.0,210.0
23,"MADS EMIL STEPHENSEN LUBECK, NIKOLAJ HOFFMANN BUHL",2990,,5.0,11.0,6.0,(26.0),11.0,8.0,16.0,2.0,15.0,23.0,7.0,17.0,15.0,12.0,12.0,8.0,22.0,5.0,11.0,6.0,(26.0),11.0,8.0,16.0,2.0,15.0,23.0,7.0,17.0,15.0,12.0,12.0,8.0,22.0,-,216.0,190.0
23,PATROKLOS-THEODOROS TSARAMYRSIS,3902,GRE,37.0,(53.0),32.0,(46.0),40.0,42.0,-,-,-,-,-,-,-,-,-,-,-,16.0,19.0,9.0,7.0,33.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,359.0,260.0
23,MARIA ERDI,3118,HUN,14.0,(57.0),18.0,17.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,21.0,33.0,6.0,2.0,39.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,269.0,168.0
23,JIA KIM,2204,KOR,(42.0),40.0,(43.0),39.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,42.0,5.0,25.0,27.0,39.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,320.0,235.0
23,KARL-MARTIN RAMMO,2485,EST,14.0,16.0,(16.0),10.0,15.0,2.0,-,-,-,-,-,-,-,-,-,-,-,18.0,42.0,(47.0),17.0,13.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,218.0,155.0
23,"KLARA WESTER, REBECCA NETZLER",2590,SWE,13.0,15.0,13.0,18.0,6.0,3.0,11.0,22.0,17.0,15.0,(26.0),9.0,22.0,24.0,23.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244.0,218.0
24,"DAVID GILMOUR, LACHY GILMOUR",1054,,20.0,10.0,8.0,8.0,3.0,6.0,15.0,8.0,14.0,6.0,13.0,(24.0),20.0,9.0,22.0,21.0,9.0,20.0,10.0,8.0,8.0,3.0,6.0,15.0,8.0,14.0,6.0,13.0,(24.0),20.0,9.0,22.0,21.0,9.0,-,216.0,192.0
24,"CARLA MUNTE, MARTA MUNTE",737,ESP,20.0,2.0,(27.0),21.0,1.0,11.0,1.0,19.0,8.0,24.0,18.0,18.0,25.0,20.0,22.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,261.0,234.0
24,NING ZHAO,3734,CHN,(36.0),21.0,15.0,13.0,5.0,28.0,-,-,-,-,-,-,-,-,-,-,-,4.0,40.0,48.0,5.0,(53.0),32.0,-,-,-,-,-,-,-,-,-,-,-,-,300.0,211.0
24,MATTI MURU,3341,CAN,10.0,(53.0),42.0,(51.6),48.0,46.0,-,-,-,-,-,-,-,-,-,-,-,18.0,30.0,19.0,5.0,29.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,370.6,266.0
24,ESTERE KUMPINA,1359,LAT,(43.0),37.0,34.0,37.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,2.0,23.0,2.0,(57.0),41.0,38.0,-,-,-,-,-,-,-,-,-,-,-,-,340.0,240.0
24,JOYCE FLORIDIA,2351,ITA,(24.0),1.0,6.0,15.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,31.0,8.0,41.0,(43.0),41.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,237.0,170.0
24,FILIP JURISIC,1461,CRO,1.0,3.0,(17.0),12.0,9.0,6.0,-,-,-,-,-,-,-,-,-,-,-,9.0,37.0,8.0,34.0,(49.0),40.0,-,-,-,-,-,-,-,-,-,-,-,-,225.0,159.0
