Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
PETKOVIC Marko,6,Ilca 7,55.0,B,55,,543.0,425.0,European Championship 2023 - Bronze Fleet,Q3
SURKOV David,6,Ilca 7,58.0,B,56,,550.0,428.0,European Championship 2023 - Bronze Fleet,Q3
CASSANMAGNAGO Valerio,6,Ilca 7,53.0,B,57,,563.0,437.0,European Championship 2023 - Bronze Fleet,Q3
BOSSI Jeremy,6,Ilca 7,54.0,B,58,,559.0,440.0,European Championship 2023 - Bronze Fleet,Q3
NICOLINI Pietro,6,Ilca 7,(63.0 ret),B,59,,576.0,450.0,European Championship 2023 - Bronze Fleet,Q3
VALLESI Claudio,6,Ilca 7,50.0,B,60,,593.0,467.0,European Championship 2023 - Bronze Fleet,Q3
FONT REYERO Pol,6,Ilca 7,56.0,B,61,,614.0,488.0,European Championship 2023 - Bronze Fleet,Q3
ANDERSON Ryan,6,Ilca 7,(63.0 DNC),B,62,,623.0,497.0,European Championship 2023 - Bronze Fleet,Q3
ELLIOTT-SHIRCORE Stefan,6,Ilca 7,43.0,B,1,,185.0,84.0,European Championship 2023 - Bronze Fleet,Q4
MOUTOUT Jeremy,6,Ilca 7,(54.0),B,2,,240.0,123.0,European Championship 2023 - Bronze Fleet,Q4
KRABBE-CHRISTENSEN Andreas,6,Ilca 7,37.0,B,3,,235.0,125.0,European Championship 2023 - Bronze Fleet,Q4
FLOWER Ben,6,Ilca 7,38.0,B,4,,249.0,135.0,European Championship 2023 - Bronze Fleet,Q4
BRUCE Liam,6,Ilca 7,(48.0),B,5,,232.0,143.0,European Championship 2023 - Bronze Fleet,Q4
VERHULST Martin,6,Ilca 7,(49.0),B,6,,234.0,144.0,European Championship 2023 - Bronze Fleet,Q4
WANSER Till,6,Ilca 7,(42.0),B,7,,246.0,148.0,European Championship 2023 - Bronze Fleet,Q4
BOEKHOLT Daan,6,Ilca 7,40.0,B,8,,246.0,161.0,European Championship 2023 - Bronze Fleet,Q4
MALINOWSKI Piotr,6,Ilca 7,51.0,B,9,,274.0,165.0,European Championship 2023 - Bronze Fleet,Q4
MORBIDUCCI Tito,6,Ilca 7,(48.0),B,10,,260.0,166.0,European Championship 2023 - Bronze Fleet,Q4
ZAMIT Loukianos,6,Ilca 7,36.0,B,11,,266.0,167.0,European Championship 2023 - Bronze Fleet,Q4
VAKHRUSHEV Ivan,6,Ilca 7,28.0,B,12,,265.0,173.0,European Championship 2023 - Bronze Fleet,Q4
CVINAR Alec,6,Ilca 7,(44.0),B,13,,277.0,186.0,European Championship 2023 - Bronze Fleet,Q4
STRELCIUNAS Vejas,6,Ilca 7,53.0,B,14,,319.0,193.0,European Championship 2023 - Bronze Fleet,Q4
ORJAVIK Jens Kaastad,6,Ilca 7,32.0,B,15,,287.0,194.0,European Championship 2023 - Bronze Fleet,Q4
GOLUBIC Bozidar,6,Ilca 7,(45.0),B,16,,280.0,195.0,European Championship 2023 - Bronze Fleet,Q4
BANJAC Nikola,6,Ilca 7,39.0,B,17,,315.0,198.0,European Championship 2023 - Bronze Fleet,Q4
LANGAAS-HOLT Sverre,6,Ilca 7,28.0,B,18,,309.0,200.0,European Championship 2023 - Bronze Fleet,Q4
KUSS Lennart,6,Ilca 7,(49.0),B,19,,294.0,201.0,European Championship 2023 - Bronze Fleet,Q4
EYRIPARMAK Umut,6,Ilca 7,(45.0),B,20,,311.0,203.0,European Championship 2023 - Bronze Fleet,Q4
AGANOVIC Benjamin,6,Ilca 7,(56.0),B,21,,317.0,204.0,European Championship 2023 - Bronze Fleet,Q4
SMITH Malcolm Benn,6,Ilca 7,35.0,B,22,,300.0,205.0,European Championship 2023 - Bronze Fleet,Q4
WACHHOLZ Forrest,6,Ilca 7,32.0,B,23,,317.0,213.0,European Championship 2023 - Bronze Fleet,Q4
JANULIONIS Radvilas,6,Ilca 7,(63.0 dnf),B,24,,349.0,223.0,European Championship 2023 - Bronze Fleet,Q4
ANSTEY Luke,6,Ilca 7,48.0,B,25,,339.0,225.0,European Championship 2023 - Bronze Fleet,Q4
ALCALAY Yogev,6,Ilca 7,(63.0 DNC),B,26,,353.0,227.0,European Championship 2023 - Bronze Fleet,Q4
MICHALAK Milosz,6,Ilca 7,37.0,B,27,,325.0,227.0,European Championship 2023 - Bronze Fleet,Q4
BROWN Alastair,6,Ilca 7,(47.0),B,28,,345.0,240.0,European Championship 2023 - Bronze Fleet,Q4
LIBRI Edoardo,6,Ilca 7,35.0,B,29,,360.0,243.0,European Championship 2023 - Bronze Fleet,Q4
KOWALSKI Caspar,6,Ilca 7,(58.0),B,30,,359.0,246.0,European Championship 2023 - Bronze Fleet,Q4
MOHRING Christoph,6,Ilca 7,(51.0),B,31,,350.0,247.0,European Championship 2023 - Bronze Fleet,Q4
FRACASSI Alessandro,6,Ilca 7,(43.0),B,32,,348.0,251.0,European Championship 2023 - Bronze Fleet,Q4
BEKS Stijn,6,Ilca 7,47.0,B,33,,370.0,256.0,European Championship 2023 - Bronze Fleet,Q4
VAN ROOMEN Timo,6,Ilca 7,(53.0),B,34,,363.0,258.0,European Championship 2023 - Bronze Fleet,Q4
